"Jornada","Curso_ID","Grado","Sección","Día","Hora","Materia","Área","Docente_ID","Docente_Nombre"
"Mañana","53","3","C","Miércoles","9:45–10:30","Espanol","ESP-ING","ESP-ING-08","Iván Torres"
"Mañana","53","3","C","Viernes","8:30–9:15","Ingles","ESP-ING","EDF-ETICA-04","Fabián Castro"
"Mañana","53","3","C","Viernes","9:45–10:30","Matematicas","MAT-FIS","MAT-FIS-05","Sandra Ochoa"
"Mañana","54","3","D","Jueves","7:00–7:45","Matematicas","MAT-FIS","MAT-FIS-03","María Fernanda Ríos"
"Mañana","54","3","D","Jueves","7:45–8:30","Matematicas","MAT-FIS","MAT-FIS-06","Julián Vargas"
"Mañana","54","3","D","Jueves","9:45–10:30","Etica","EDF-ETICA","EDF-ETICA-05","Tatiana Herrera"
"Mañana","54","3","D","Jueves","10:30–11:15","Ciencias Naturales","CIENCIAS","CIENCIAS-02","Sebastián Reyes"
"Mañana","54","3","D","Lunes","7:00–7:45","Ciencias Naturales","CIENCIAS","CIENCIAS-03","Gloria Muñoz"
"Mañana","54","3","D","Lunes","7:45–8:30","Educacion Fisica","EDF-ETICA","EDF-ETICA-05","Tatiana Herrera"
"Mañana","54","3","D","Lunes","9:45–10:30","Ciencias Sociales","FLEX","FLEX-03","Omar Delgado"
"Mañana","54","3","D","Lunes","10:30–11:15","Educacion Fisica","EDF-ETICA","EDF-ETICA-01","Marcela Guerrero"
"Mañana","54","3","D","Martes","7:00–7:45","Espanol","ESP-ING","ESP-ING-03","Camila Restrepo"
"Mañana","54","3","D","Martes","7:45–8:30","Matematicas","MAT-FIS","MAT-FIS-03","María Fernanda Ríos"
"Mañana","54","3","D","Martes","9:45–10:30","Ingles","ESP-ING","ESP-ING-08","Iván Torres"
"Mañana","54","3","D","Martes","10:30–11:15","Informatica","FLEX","FLEX-01","Nelson Cifuentes"
"Mañana","54","3","D","Miércoles","7:00–7:45","Espanol","ESP-ING","ESP-ING-08","Iván Torres"
"Mañana","54","3","D","Miércoles","9:45–10:30","Matematicas","MAT-FIS","MAT-FIS-02","Carlos Rendón"
"Mañana","54","3","D","Miércoles","10:30–11:15","Espanol","ESP-ING","ESP-ING-04","Jorge Peña"
"Mañana","54","3","D","Viernes","7:00–7:45","Espanol","ESP-ING","ESP-ING-08","Iván Torres"
"Mañana","54","3","D","Viernes","7:45–8:30","Ciencias Naturales","CIENCIAS","CIENCIAS-05","Viviana Cortés"
"Mañana","55","3","E","Jueves","7:45–8:30","Ingles","ESP-ING","ESP-ING-03","Camila Restrepo"
"Mañana","55","3","E","Jueves","8:30–9:15","Matematicas","MAT-FIS","MAT-FIS-01","Laura Gómez"
"Mañana","55","3","E","Jueves","10:30–11:15","Educacion Fisica","EDF-ETICA","EDF-ETICA-01","Marcela Guerrero"
"Mañana","55","3","E","Jueves","11:15–12:00","Ciencias Naturales","CIENCIAS","CIENCIAS-05","Viviana Cortés"
"Mañana","55","3","E","Lunes","8:30–9:15","Informatica","FLEX","FLEX-02","Liliana Vega"
"Mañana","55","3","E","Lunes","10:30–11:15","Espanol","ESP-ING","ESP-ING-03","Camila Restrepo"
"Mañana","55","3","E","Lunes","11:15–12:00","Matematicas","MAT-FIS","MAT-FIS-04","Andrés Pardo"
"Mañana","55","3","E","Martes","7:45–8:30","Espanol","ESP-ING","ESP-ING-02","Felipe Mora"
"Mañana","55","3","E","Martes","8:30–9:15","Ciencias Sociales","FLEX","ESP-ING-05","Adriana Suárez"
"Mañana","55","3","E","Martes","10:30–11:15","Educacion Fisica","EDF-ETICA","EDF-ETICA-01","Marcela Guerrero"
"Mañana","55","3","E","Martes","11:15–12:00","Espanol","ESP-ING","ESP-ING-02","Felipe Mora"
"Mañana","55","3","E","Miércoles","7:45–8:30","Espanol","ESP-ING","ESP-ING-01","Natalia Duarte"
"Mañana","55","3","E","Miércoles","8:30–9:15","Etica","EDF-ETICA","EDF-ETICA-04","Fabián Castro"
"Mañana","55","3","E","Miércoles","10:30–11:15","Matematicas","MAT-FIS","MAT-FIS-08","Diego Salazar"
"Mañana","55","3","E","Miércoles","11:15–12:00","Ciencias Naturales","CIENCIAS","CIENCIAS-03","Gloria Muñoz"
"Mañana","55","3","E","Viernes","7:45–8:30","Ciencias Naturales","CIENCIAS","CIENCIAS-03","Gloria Muñoz"
"Mañana","55","3","E","Viernes","8:30–9:15","Matematicas","MAT-FIS","CIENCIAS-01","Claudia Nieto"
"Mañana","42","4","A","Jueves","7:00–7:45","Matematicas","MAT-FIS","MAT-FIS-02","Carlos Rendón"
"Mañana","42","4","A","Jueves","7:45–8:30","Matematicas","MAT-FIS","MAT-FIS-08","Diego Salazar"
"Mañana","42","4","A","Jueves","9:45–10:30","Educacion Fisica","EDF-ETICA","EDF-ETICA-03","Angélica Prieto"
"Mañana","42","4","A","Jueves","10:30–11:15","Ciencias Naturales","CIENCIAS","CIENCIAS-06","Esteban Rojas"
"Mañana","42","4","A","Lunes","7:00–7:45","Espanol","ESP-ING","ESP-ING-05","Adriana Suárez"
"Mañana","42","4","A","Lunes","7:45–8:30","Espanol","ESP-ING","ESP-ING-04","Jorge Peña"
"Mañana","42","4","A","Lunes","9:45–10:30","Etica","EDF-ETICA","EDF-ETICA-03","Angélica Prieto"
"Mañana","42","4","A","Lunes","10:30–11:15","Educacion Fisica","EDF-ETICA","MAT-FIS-07","Paola Cárdenas"
"Mañana","42","4","A","Martes","7:00–7:45","Ciencias Sociales","FLEX","FLEX-03","Omar Delgado"
"Mañana","42","4","A","Martes","7:45–8:30","Ciencias Naturales","CIENCIAS","CIENCIAS-04","Ricardo Beltrán"
"Mañana","42","4","A","Martes","9:45–10:30","Informatica","FLEX","FLEX-03","Omar Delgado"
"Mañana","42","4","A","Miércoles","7:00–7:45","Ciencias Naturales","CIENCIAS","CIENCIAS-01","Claudia Nieto"
"Mañana","42","4","A","Miércoles","7:45–8:30","Matematicas","MAT-FIS","MAT-FIS-02","Carlos Rendón"
"Mañana","42","4","A","Miércoles","9:45–10:30","Espanol","ESP-ING","ESP-ING-07","Lorena Bautista"
"Mañana","42","4","A","Miércoles","10:30–11:15","Matematicas","MAT-FIS","MAT-FIS-01","Laura Gómez"
"Mañana","42","4","A","Viernes","7:00–7:45","Espanol","ESP-ING","EDF-ETICA-02","Héctor Zapata"
"Mañana","42","4","A","Viernes","7:45–8:30","Ingles","ESP-ING","EDF-ETICA-05","Tatiana Herrera"
"Mañana","43","4","B","Jueves","7:45–8:30","Etica","EDF-ETICA","EDF-ETICA-03","Angélica Prieto"
"Mañana","43","4","B","Jueves","8:30–9:15","Educacion Fisica","EDF-ETICA","EDF-ETICA-03","Angélica Prieto"
"Mañana","43","4","B","Jueves","10:30–11:15","Educacion Fisica","EDF-ETICA","FLEX-01","Nelson Cifuentes"
"Mañana","43","4","B","Jueves","11:15–12:00","Espanol","ESP-ING","ESP-ING-05","Adriana Suárez"
"Mañana","43","4","B","Lunes","7:45–8:30","Matematicas","MAT-FIS","MAT-FIS-01","Laura Gómez"
"Mañana","43","4","B","Lunes","8:30–9:15","Ciencias Naturales","CIENCIAS","CIENCIAS-02","Sebastián Reyes"
"Mañana","43","4","B","Lunes","10:30–11:15","Ciencias Sociales","FLEX","FLEX-03","Omar Delgado"
"Mañana","43","4","B","Lunes","11:15–12:00","Informatica","FLEX","FLEX-03","Omar Delgado"
"Mañana","43","4","B","Martes","8:30–9:15","Matematicas","MAT-FIS","MAT-FIS-01","Laura Gómez"
"Mañana","43","4","B","Martes","10:30–11:15","Matematicas","MAT-FIS","MAT-FIS-03","María Fernanda Ríos"
"Mañana","43","4","B","Martes","11:15–12:00","Ciencias Naturales","CIENCIAS","CIENCIAS-03","Gloria Muñoz"
"Mañana","43","4","B","Miércoles","7:45–8:30","Ciencias Naturales","CIENCIAS","CIENCIAS-03","Gloria Muñoz"
"Mañana","43","4","B","Miércoles","8:30–9:15","Ingles","ESP-ING","ESP-ING-06","Mauricio Cely"
"Mañana","43","4","B","Miércoles","10:30–11:15","Espanol","ESP-ING","ESP-ING-07","Lorena Bautista"
"Mañana","43","4","B","Miércoles","11:15–12:00","Matematicas","MAT-FIS","MAT-FIS-07","Paola Cárdenas"
"Mañana","43","4","B","Viernes","7:45–8:30","Espanol","ESP-ING","EDF-ETICA-02","Héctor Zapata"
"Mañana","43","4","B","Viernes","8:30–9:15","Espanol","ESP-ING","ESP-ING-03","Camila Restrepo"
"Mañana","44","4","C","Jueves","7:00–7:45","Etica","EDF-ETICA","EDF-ETICA-04","Fabián Castro"
"Mañana","44","4","C","Jueves","8:30–9:15","Educacion Fisica","EDF-ETICA","EDF-ETICA-04","Fabián Castro"
"Mañana","44","4","C","Jueves","9:45–10:30","Espanol","ESP-ING","ESP-ING-03","Camila Restrepo"
"Mañana","44","4","C","Jueves","11:15–12:00","Espanol","ESP-ING","ESP-ING-04","Jorge Peña"
"Mañana","44","4","C","Lunes","7:00–7:45","Ciencias Naturales","CIENCIAS","CIENCIAS-02","Sebastián Reyes"
"Mañana","44","4","C","Lunes","8:30–9:15","Informatica","FLEX","CIENCIAS-04","Ricardo Beltrán"
"Mañana","44","4","C","Lunes","9:45–10:30","Matematicas","MAT-FIS","MAT-FIS-03","María Fernanda Ríos"
"Mañana","44","4","C","Lunes","11:15–12:00","Ciencias Sociales","FLEX","ESP-ING-05","Adriana Suárez"
"Mañana","44","4","C","Martes","7:00–7:45","Ciencias Naturales","CIENCIAS","CIENCIAS-05","Viviana Cortés"
"Mañana","44","4","C","Martes","8:30–9:15","Ciencias Naturales","CIENCIAS","CIENCIAS-03","Gloria Muñoz"
"Mañana","44","4","C","Martes","9:45–10:30","Matematicas","MAT-FIS","MAT-FIS-02","Carlos Rendón"
"Mañana","44","4","C","Martes","11:15–12:00","Espanol","ESP-ING","ESP-ING-03","Camila Restrepo"
"Mañana","44","4","C","Miércoles","7:00–7:45","Matematicas","MAT-FIS","MAT-FIS-01","Laura Gómez"
"Mañana","44","4","C","Miércoles","8:30–9:15","Matematicas","MAT-FIS","MAT-FIS-04","Andrés Pardo"
"Mañana","44","4","C","Miércoles","9:45–10:30","Espanol","ESP-ING","ESP-ING-06","Mauricio Cely"
"Mañana","44","4","C","Miércoles","11:15–12:00","Educacion Fisica","EDF-ETICA","EDF-ETICA-05","Tatiana Herrera"
"Mañana","44","4","C","Viernes","7:00–7:45","Ingles","ESP-ING","ESP-ING-04","Jorge Peña"
"Mañana","45","4","D","Jueves","7:00–7:45","Ciencias Naturales","CIENCIAS","CIENCIAS-05","Viviana Cortés"
"Mañana","45","4","D","Jueves","7:45–8:30","Ciencias Naturales","CIENCIAS","CIENCIAS-05","Viviana Cortés"
"Mañana","45","4","D","Jueves","9:45–10:30","Ingles","ESP-ING","ESP-ING-01","Natalia Duarte"
"Mañana","45","4","D","Jueves","10:30–11:15","Ciencias Naturales","CIENCIAS","CIENCIAS-05","Viviana Cortés"
"Mañana","45","4","D","Lunes","7:00–7:45","Informatica","FLEX","FLEX-03","Omar Delgado"
"Mañana","45","4","D","Lunes","7:45–8:30","Espanol","ESP-ING","ESP-ING-06","Mauricio Cely"
"Mañana","45","4","D","Lunes","9:45–10:30","Espanol","ESP-ING","ESP-ING-07","Lorena Bautista"
"Mañana","45","4","D","Lunes","10:30–11:15","Etica","EDF-ETICA","EDF-ETICA-02","Héctor Zapata"
"Mañana","45","4","D","Martes","7:00–7:45","Matematicas","MAT-FIS","MAT-FIS-03","María Fernanda Ríos"
"Mañana","45","4","D","Martes","7:45–8:30","Ciencias Sociales","FLEX","FLEX-01","Nelson Cifuentes"
"Mañana","45","4","D","Martes","9:45–10:30","Educacion Fisica","EDF-ETICA","EDF-ETICA-03","Angélica Prieto"
"Mañana","45","4","D","Martes","10:30–11:15","Espanol","ESP-ING","ESP-ING-04","Jorge Peña"
"Mañana","45","4","D","Miércoles","7:00–7:45","Espanol","ESP-ING","ESP-ING-02","Felipe Mora"
"Mañana","45","4","D","Miércoles","7:45–8:30","Matematicas","MAT-FIS","MAT-FIS-05","Sandra Ochoa"
"Mañana","45","4","D","Miércoles","9:45–10:30","Educacion Fisica","EDF-ETICA","EDF-ETICA-04","Fabián Castro"
"Mañana","45","4","D","Miércoles","10:30–11:15","Matematicas","MAT-FIS","MAT-FIS-03","María Fernanda Ríos"
"Mañana","45","4","D","Viernes","7:00–7:45","Matematicas","MAT-FIS","MAT-FIS-06","Julián Vargas"
"Mañana","46","4","E","Jueves","7:45–8:30","Matematicas","MAT-FIS","MAT-FIS-05","Sandra Ochoa"
"Mañana","46","4","E","Jueves","8:30–9:15","Matematicas","MAT-FIS","MAT-FIS-05","Sandra Ochoa"
"Mañana","46","4","E","Jueves","10:30–11:15","Educacion Fisica","EDF-ETICA","EDF-ETICA-05","Tatiana Herrera"
"Mañana","46","4","E","Jueves","11:15–12:00","Matematicas","MAT-FIS","MAT-FIS-02","Carlos Rendón"
"Mañana","46","4","E","Lunes","7:45–8:30","Ciencias Naturales","CIENCIAS","CIENCIAS-06","Esteban Rojas"
"Mañana","46","4","E","Lunes","8:30–9:15","Ciencias Naturales","CIENCIAS","CIENCIAS-05","Viviana Cortés"
"Mañana","46","4","E","Lunes","10:30–11:15","Espanol","ESP-ING","ESP-ING-08","Iván Torres"
"Mañana","46","4","E","Lunes","11:15–12:00","Espanol","ESP-ING","ESP-ING-01","Natalia Duarte"
"Mañana","46","4","E","Martes","7:45–8:30","Ciencias Naturales","CIENCIAS","CIENCIAS-05","Viviana Cortés"
"Mañana","46","4","E","Martes","8:30–9:15","Ciencias Sociales","FLEX","MAT-FIS-04","Andrés Pardo"
"Mañana","46","4","E","Martes","10:30–11:15","Informatica","FLEX","ESP-ING-03","Camila Restrepo"
"Mañana","46","4","E","Martes","11:15–12:00","Espanol","ESP-ING","ESP-ING-06","Mauricio Cely"
"Mañana","46","4","E","Miércoles","7:45–8:30","Espanol","ESP-ING","ESP-ING-04","Jorge Peña"
"Mañana","46","4","E","Miércoles","8:30–9:15","Etica","EDF-ETICA","EDF-ETICA-05","Tatiana Herrera"
"Mañana","46","4","E","Miércoles","10:30–11:15","Educacion Fisica","EDF-ETICA","EDF-ETICA-02","Héctor Zapata"
"Mañana","46","4","E","Miércoles","11:15–12:00","Ingles","ESP-ING","ESP-ING-06","Mauricio Cely"
"Mañana","46","4","E","Viernes","7:45–8:30","Matematicas","MAT-FIS","MAT-FIS-07","Paola Cárdenas"
"Mañana","33","5","A","Jueves","7:00–7:45","Etica","EDF-ETICA","EDF-ETICA-03","Angélica Prieto"
"Mañana","33","5","A","Jueves","7:45–8:30","Educacion Fisica","EDF-ETICA","EDF-ETICA-02","Héctor Zapata"
"Mañana","33","5","A","Jueves","9:45–10:30","Espanol","ESP-ING","ESP-ING-02","Felipe Mora"
"Mañana","33","5","A","Jueves","10:30–11:15","Matematicas","MAT-FIS","MAT-FIS-08","Diego Salazar"
"Mañana","33","5","A","Lunes","7:00–7:45","Educacion Fisica","EDF-ETICA","EDF-ETICA-01","Marcela Guerrero"
"Mañana","33","5","A","Lunes","7:45–8:30","Ciencias Naturales","CIENCIAS","CIENCIAS-01","Claudia Nieto"
"Mañana","33","5","A","Lunes","9:45–10:30","Informatica","FLEX","FLEX-02","Liliana Vega"
"Mañana","33","5","A","Lunes","10:30–11:15","Espanol","ESP-ING","ESP-ING-01","Natalia Duarte"
"Mañana","33","5","A","Martes","7:00–7:45","Ingles","ESP-ING","ESP-ING-02","Felipe Mora"
"Mañana","33","5","A","Martes","7:45–8:30","Matematicas","MAT-FIS","MAT-FIS-01","Laura Gómez"
"Mañana","33","5","A","Martes","9:45–10:30","Matematicas","MAT-FIS","MAT-FIS-08","Diego Salazar"
"Mañana","33","5","A","Martes","10:30–11:15","Matematicas","MAT-FIS","MAT-FIS-07","Paola Cárdenas"
"Mañana","33","5","A","Miércoles","7:00–7:45","Ciencias Naturales","CIENCIAS","CIENCIAS-05","Viviana Cortés"
"Mañana","33","5","A","Miércoles","7:45–8:30","Espanol","ESP-ING","ESP-ING-08","Iván Torres"
"Mañana","33","5","A","Miércoles","9:45–10:30","Ciencias Sociales","FLEX","EDF-ETICA-05","Tatiana Herrera"
"Mañana","33","5","A","Miércoles","10:30–11:15","Ciencias Naturales","CIENCIAS","CIENCIAS-04","Ricardo Beltrán"
"Mañana","33","5","A","Viernes","7:00–7:45","Espanol","ESP-ING","ESP-ING-01","Natalia Duarte"
"Mañana","34","5","B","Jueves","7:45–8:30","Ingles","ESP-ING","ESP-ING-07","Lorena Bautista"
"Mañana","34","5","B","Jueves","8:30–9:15","Educacion Fisica","EDF-ETICA","EDF-ETICA-01","Marcela Guerrero"
"Mañana","34","5","B","Jueves","10:30–11:15","Espanol","ESP-ING","ESP-ING-03","Camila Restrepo"
"Mañana","34","5","B","Lunes","7:45–8:30","Ciencias Naturales","CIENCIAS","CIENCIAS-04","Ricardo Beltrán"
"Mañana","34","5","B","Lunes","8:30–9:15","Matematicas","MAT-FIS","MAT-FIS-03","María Fernanda Ríos"
"Mañana","34","5","B","Lunes","10:30–11:15","Ciencias Sociales","FLEX","FLEX-01","Nelson Cifuentes"
"Mañana","34","5","B","Lunes","11:15–12:00","Matematicas","MAT-FIS","MAT-FIS-01","Laura Gómez"
"Mañana","34","5","B","Martes","7:45–8:30","Ciencias Naturales","CIENCIAS","CIENCIAS-03","Gloria Muñoz"
"Mañana","34","5","B","Martes","8:30–9:15","Educacion Fisica","EDF-ETICA","EDF-ETICA-01","Marcela Guerrero"
"Mañana","34","5","B","Martes","10:30–11:15","Ciencias Naturales","CIENCIAS","CIENCIAS-06","Esteban Rojas"
"Mañana","34","5","B","Martes","11:15–12:00","Informatica","FLEX","FLEX-03","Omar Delgado"
"Mañana","34","5","B","Miércoles","7:45–8:30","Matematicas","MAT-FIS","MAT-FIS-08","Diego Salazar"
"Mañana","34","5","B","Miércoles","8:30–9:15","Espanol","ESP-ING","ESP-ING-02","Felipe Mora"
"Mañana","34","5","B","Miércoles","10:30–11:15","Etica","EDF-ETICA","FLEX-03","Omar Delgado"
"Mañana","34","5","B","Miércoles","11:15–12:00","Espanol","ESP-ING","ESP-ING-07","Lorena Bautista"
"Mañana","34","5","B","Viernes","7:45–8:30","Espanol","ESP-ING","CIENCIAS-04","Ricardo Beltrán"
"Mañana","34","5","B","Viernes","8:30–9:15","Matematicas","MAT-FIS","MAT-FIS-02","Carlos Rendón"
"Mañana","35","5","C","Jueves","7:00–7:45","Espanol","ESP-ING","ESP-ING-03","Camila Restrepo"
"Mañana","35","5","C","Jueves","8:30–9:15","Etica","EDF-ETICA","FLEX-01","Nelson Cifuentes"
"Mañana","35","5","C","Jueves","9:45–10:30","Ciencias Naturales","CIENCIAS","CIENCIAS-02","Sebastián Reyes"
"Mañana","35","5","C","Jueves","11:15–12:00","Matematicas","MAT-FIS","MAT-FIS-05","Sandra Ochoa"
"Mañana","35","5","C","Lunes","7:00–7:45","Ciencias Naturales","CIENCIAS","CIENCIAS-04","Ricardo Beltrán"
"Mañana","35","5","C","Lunes","8:30–9:15","Matematicas","MAT-FIS","MAT-FIS-04","Andrés Pardo"
"Mañana","35","5","C","Lunes","9:45–10:30","Ciencias Naturales","CIENCIAS","CIENCIAS-04","Ricardo Beltrán"
"Mañana","35","5","C","Lunes","11:15–12:00","Matematicas","MAT-FIS","MAT-FIS-08","Diego Salazar"
"Mañana","35","5","C","Martes","7:00–7:45","Educacion Fisica","EDF-ETICA","EDF-ETICA-03","Angélica Prieto"
"Mañana","35","5","C","Martes","8:30–9:15","Espanol","ESP-ING","ESP-ING-06","Mauricio Cely"
"Mañana","35","5","C","Martes","9:45–10:30","Espanol","ESP-ING","ESP-ING-02","Felipe Mora"
"Mañana","35","5","C","Martes","11:15–12:00","Educacion Fisica","EDF-ETICA","EDF-ETICA-01","Marcela Guerrero"
"Mañana","35","5","C","Miércoles","7:00–7:45","Informatica","FLEX","FLEX-03","Omar Delgado"
"Mañana","35","5","C","Miércoles","8:30–9:15","Ciencias Sociales","FLEX","MAT-FIS-03","María Fernanda Ríos"
"Mañana","35","5","C","Miércoles","9:45–10:30","Matematicas","MAT-FIS","MAT-FIS-08","Diego Salazar"
"Mañana","35","5","C","Miércoles","11:15–12:00","Espanol","ESP-ING","ESP-ING-05","Adriana Suárez"
"Mañana","35","5","C","Viernes","8:30–9:15","Ingles","ESP-ING","ESP-ING-06","Mauricio Cely"
"Mañana","36","5","D","Jueves","7:00–7:45","Ciencias Naturales","CIENCIAS","CIENCIAS-06","Esteban Rojas"
"Mañana","36","5","D","Jueves","7:45–8:30","Espanol","ESP-ING","FLEX-03","Omar Delgado"
"Mañana","36","5","D","Jueves","9:45–10:30","Espanol","ESP-ING","ESP-ING-05","Adriana Suárez"
"Mañana","36","5","D","Jueves","10:30–11:15","Espanol","ESP-ING","ESP-ING-02","Felipe Mora"
"Mañana","36","5","D","Lunes","7:00–7:45","Educacion Fisica","EDF-ETICA","EDF-ETICA-03","Angélica Prieto"
"Mañana","36","5","D","Lunes","7:45–8:30","Etica","EDF-ETICA","EDF-ETICA-02","Héctor Zapata"
"Mañana","36","5","D","Lunes","9:45–10:30","Educacion Fisica","EDF-ETICA","EDF-ETICA-02","Héctor Zapata"
"Mañana","36","5","D","Lunes","10:30–11:15","Informatica","FLEX","ESP-ING-04","Jorge Peña"
"Mañana","36","5","D","Martes","7:00–7:45","Matematicas","MAT-FIS","MAT-FIS-07","Paola Cárdenas"
"Mañana","36","5","D","Martes","7:45–8:30","Ciencias Sociales","FLEX","MAT-FIS-06","Julián Vargas"
"Mañana","36","5","D","Martes","9:45–10:30","Matematicas","MAT-FIS","MAT-FIS-07","Paola Cárdenas"
"Mañana","36","5","D","Martes","10:30–11:15","Matematicas","MAT-FIS","MAT-FIS-02","Carlos Rendón"
"Mañana","36","5","D","Miércoles","7:00–7:45","Matematicas","MAT-FIS","MAT-FIS-06","Julián Vargas"
"Mañana","36","5","D","Miércoles","7:45–8:30","Ciencias Naturales","CIENCIAS","CIENCIAS-05","Viviana Cortés"
"Mañana","36","5","D","Miércoles","9:45–10:30","Espanol","ESP-ING","ESP-ING-05","Adriana Suárez"
"Mañana","36","5","D","Miércoles","10:30–11:15","Ciencias Naturales","CIENCIAS","CIENCIAS-06","Esteban Rojas"
"Mañana","36","5","D","Viernes","7:00–7:45","Ingles","ESP-ING","ESP-ING-02","Felipe Mora"
"Mañana","37","5","E","Jueves","7:45–8:30","Etica","EDF-ETICA","EDF-ETICA-04","Fabián Castro"
"Mañana","37","5","E","Jueves","8:30–9:15","Matematicas","MAT-FIS","MAT-FIS-07","Paola Cárdenas"
"Mañana","37","5","E","Jueves","10:30–11:15","Matematicas","MAT-FIS","MAT-FIS-01","Laura Gómez"
"Mañana","37","5","E","Jueves","11:15–12:00","Matematicas","MAT-FIS","MAT-FIS-03","María Fernanda Ríos"
"Mañana","37","5","E","Lunes","7:45–8:30","Ciencias Naturales","CIENCIAS","CIENCIAS-02","Sebastián Reyes"
"Mañana","37","5","E","Lunes","8:30–9:15","Ciencias Naturales","CIENCIAS","CIENCIAS-06","Esteban Rojas"
"Mañana","37","5","E","Lunes","10:30–11:15","Informatica","FLEX","FLEX-02","Liliana Vega"
"Mañana","37","5","E","Lunes","11:15–12:00","Espanol","ESP-ING","ESP-ING-08","Iván Torres"
"Mañana","37","5","E","Martes","7:45–8:30","Educacion Fisica","EDF-ETICA","EDF-ETICA-04","Fabián Castro"
"Mañana","37","5","E","Martes","8:30–9:15","Educacion Fisica","EDF-ETICA","EDF-ETICA-04","Fabián Castro"
"Mañana","37","5","E","Martes","10:30–11:15","Espanol","ESP-ING","ESP-ING-02","Felipe Mora"
"Mañana","37","5","E","Martes","11:15–12:00","Ciencias Sociales","FLEX","FLEX-01","Nelson Cifuentes"
"Mañana","37","5","E","Miércoles","7:45–8:30","Ciencias Naturales","CIENCIAS","CIENCIAS-04","Ricardo Beltrán"
"Mañana","37","5","E","Miércoles","8:30–9:15","Espanol","ESP-ING","ESP-ING-07","Lorena Bautista"
"Mañana","37","5","E","Miércoles","10:30–11:15","Espanol","ESP-ING","ESP-ING-02","Felipe Mora"
"Mañana","37","5","E","Miércoles","11:15–12:00","Ingles","ESP-ING","ESP-ING-03","Camila Restrepo"
"Mañana","37","5","E","Viernes","7:45–8:30","Matematicas","MAT-FIS","MAT-FIS-04","Andrés Pardo"
"Mañana","27","6","A","Jueves","7:00–7:45","Fisica","MAT-FIS","MAT-FIS-06","Julián Vargas"
"Mañana","27","6","A","Jueves","7:45–8:30","Fisica","MAT-FIS","MAT-FIS-02","Carlos Rendón"
"Mañana","27","6","A","Jueves","9:45–10:30","Educacion Fisica","EDF-ETICA","EDF-ETICA-04","Fabián Castro"
"Mañana","27","6","A","Jueves","10:30–11:15","Biologia","CIENCIAS","CIENCIAS-04","Ricardo Beltrán"
"Mañana","27","6","A","Lunes","7:00–7:45","Matematicas","MAT-FIS","MAT-FIS-08","Diego Salazar"
"Mañana","27","6","A","Lunes","7:45–8:30","Matematicas","MAT-FIS","MAT-FIS-03","María Fernanda Ríos"
"Mañana","27","6","A","Lunes","9:45–10:30","Ciencias Sociales","FLEX","MAT-FIS-08","Diego Salazar"
"Mañana","27","6","A","Lunes","10:30–11:15","Quimica","CIENCIAS","CIENCIAS-06","Esteban Rojas"
"Mañana","27","6","A","Martes","7:00–7:45","Informatica","FLEX","FLEX-01","Nelson Cifuentes"
"Mañana","27","6","A","Martes","7:45–8:30","Espanol","ESP-ING","ESP-ING-03","Camila Restrepo"
"Mañana","27","6","A","Martes","9:45–10:30","Etica","EDF-ETICA","EDF-ETICA-01","Marcela Guerrero"
"Mañana","27","6","A","Martes","10:30–11:15","Espanol","ESP-ING","ESP-ING-05","Adriana Suárez"
"Mañana","27","6","A","Miércoles","7:00–7:45","Matematicas","MAT-FIS","MAT-FIS-08","Diego Salazar"
"Mañana","27","6","A","Miércoles","7:45–8:30","Ingles","ESP-ING","ESP-ING-02","Felipe Mora"
"Mañana","27","6","A","Miércoles","9:45–10:30","Biologia","CIENCIAS","CIENCIAS-06","Esteban Rojas"
"Mañana","27","6","A","Miércoles","10:30–11:15","Quimica","CIENCIAS","CIENCIAS-02","Sebastián Reyes"
"Mañana","27","6","A","Viernes","7:00–7:45","Educacion Fisica","EDF-ETICA","EDF-ETICA-01","Marcela Guerrero"
"Mañana","27","6","A","Viernes","7:45–8:30","Espanol","ESP-ING","ESP-ING-01","Natalia Duarte"
"Mañana","28","6","B","Jueves","7:45–8:30","Espanol","ESP-ING","ESP-ING-05","Adriana Suárez"
"Mañana","28","6","B","Jueves","8:30–9:15","Espanol","ESP-ING","ESP-ING-08","Iván Torres"
"Mañana","28","6","B","Jueves","10:30–11:15","Espanol","ESP-ING","ESP-ING-04","Jorge Peña"
"Mañana","28","6","B","Jueves","11:15–12:00","Matematicas","MAT-FIS","MAT-FIS-01","Laura Gómez"
"Mañana","28","6","B","Lunes","7:45–8:30","Matematicas","MAT-FIS","MAT-FIS-02","Carlos Rendón"
"Mañana","28","6","B","Lunes","8:30–9:15","Quimica","CIENCIAS","CIENCIAS-01","Claudia Nieto"
"Mañana","28","6","B","Lunes","10:30–11:15","Matematicas","MAT-FIS","MAT-FIS-02","Carlos Rendón"
"Mañana","28","6","B","Lunes","11:15–12:00","Ciencias Sociales","FLEX","FLEX-01","Nelson Cifuentes"
"Mañana","28","6","B","Martes","7:45–8:30","Informatica","FLEX","FLEX-02","Liliana Vega"
"Mañana","28","6","B","Martes","8:30–9:15","Etica","EDF-ETICA","EDF-ETICA-03","Angélica Prieto"
"Mañana","28","6","B","Martes","10:30–11:15","Educacion Fisica","EDF-ETICA","EDF-ETICA-02","Héctor Zapata"
